Id,smiles
134,Cc1ccc(CN(C(=O)OC2CC3CCC(C2)N3C)c2ccccc2)s1
135,O=C(c1ccccc1)N1CCOC2(CCN(Cc3ccc(Cl)cc3)CC2)C1
136,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1
137,CO/N=C(\C#N)C12CCCN(CC1)C2
138,CCCCCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1
139,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(Cl)c3)C2)cc1
140,CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1
141,CCc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1
142,O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21
143,COCC#CCO/N=C1\CN2CCC1C2
144,CCN1CC[C@@H](c2ccccc2)[C@@H](C(=O)OC2CCCCC2)C1
145,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC[N+](C)(C)Cc2ccc(Cl)cc2)cc1
146,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(Br)cc3)CC2)C(=O)N1
147,O=C(O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21
148,O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
149,O=C1CCC(c2ccc(F)cc2F)(C2CCN(Cc3ccc(Br)cc3)CC2)C(=O)N1
150,O=C(N[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
151,CCCCCCCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1
152,CCNC(=O)NCC(CC1C[C@H]2CC[C@H](C1)N2C)(c1ccccc1)c1ccccc1
153,Cc1ccsc1CN(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1
154,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1ccsc1)c1ccsc1
155,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
156,CCCCCN(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1
157,Cc1cc(N(C)CCN(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12
158,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(C)ccc2C1O3
159,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1
160,CCN1CC=C(c2ccccc2)C(C(=O)OC)C1
161,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CC[N+](C)(CCc3ccccc3)CC2)cc1
162,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(OC)c3)C2)cc1
163,CCN1CCC(c2ccccc2)=C(C(=O)Oc2ccccc2)C1
164,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1
165,CN1[C@@H]2CC[C@@H]1CC(CC(CNC(N)=O)(c1ccccc1)c1ccccc1)C2
166,C1CC(O/N=C2\CN3CCC2C3)C1
167,O=C(O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)C1(O)c2ccccc2-c2ccccc21
168,C[N+](C)(C)CC#CCOC(=O)c1cccc(Cl)c1
169,O=C(N[C@H]1CN2CCC1CC2)C(c1cccs1)c1cccs1
170,O=C(O[C@H]1CN2CCC1CC2)C1(O)c2ccccc2-c2ccccc21
171,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12
172,O=C(CCNS(=O)(=O)c1cccc2ncccc12)N1CCN(c2ccncc2)CC1
173,CC(C)c1nc(C(=O)N2CCOC3(CCN(Cc4ccccc4Cl)CC3)C2)cs1
174,CCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1
175,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
176,O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1
177,O=C(O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
178,CCN1CC=C(c2ccccc2)C(C(=O)OCCc2ccc(OC)cc2)C1
179,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(CC)C2)cc1
180,CO/N=C(\C#N)C12CCN(CC1)C2
181,N#Cc1ccc(CN2CCC(NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)Nc4ccccc4)cc3)C2)cc1
182,COC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3
183,CCN1CC=C(c2ccccc2)C(C(=O)OCc2ccccc2)C1
184,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CC[N+](C)(Cc3ccc4c(c3)OCO4)CC2)cc1
185,CCN(CC)C(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(C#N)cc3)C2)cc1
186,CC(=O)NC(CCCN=C(N)N)C(=O)CCCCCCCCN=C(N)N
187,C=CCO/N=C1\CN2CCC1C2
188,Cc1ccc(N(Cc2ccccc2)C(=O)O[C@H]2CN3CCC2CC3)cc1
189,O=C(c1cnsn1)N1CCOC2(CCN(Cc3ccc(Cl)cc3)CC2)C1
190,Cc1ccoc1CN(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1
191,O=C(O[C@H]1CN2CCC1CC2)N(Cc1cccs1)c1ccccc1
192,O=C(Nc1ccccc1-c1ccccc1)OC12CCN(CC1)CC2
193,CCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(-c2ccccc2O)n1)C(C)C(=O)NC1CCCCN(O)C1=O
194,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1
195,O=C(c1ccsc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
196,CN(C(=O)C1c2ccccc2Oc2ccccc21)[C@H]1C[N+]2(CCCOc3ccc(-c4ccccc4)cc3)CCC1CC2
197,O=C(O[C@H]1CN2CCC1CC2)[C@](O)(c1ccccc1)c1cccs1
198,CCN1CCC(c2ccccc2)=C(C(=O)OCCCCc2ccccc2)C1
199,CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1
200,CCCC#CCO/N=C1\CN2CCC1C2
201,O=C(C1CCN(c2cc(Oc3ccccc3F)ncn2)CC1)N1CCc2ccccc2C1
202,C[C@H](OC(=O)N[C@@H]1CN2CCC1CC2)c1ccccc1F
203,C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O
204,CCN1CC=C(c2ccccc2)C(C(=O)OCCC2CCCCC2)C1
205,CCCCN(C(=O)O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)c1ccccc1
206,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CC[N+](Cc3ccc(Cl)cc3)(C(C)C)CC2)cc1
207,O=C(C1CCN(c2cc(Oc3ccc(F)cc3F)ncn2)CC1)N1CCc2ccccc2C1
208,O=C(O[C@H]1CN2CCC1CC2)[C@](O)(c1cccs1)C1CCCC1
209,C#CCC#CCO/N=C1\CN2CCC1C2
210,CCOC(=O)C1=C(c2ccccc2)CCN(CC)C1
211,CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccccc2)C1
212,N#Cc1ccc(CN2CCC(NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)N4CCOCC4)cc3)C2)cc1
213,CC(C)N(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1
214,O=C(c1cccs1)N1CCOC2(CCN(Cc3ccc(Cl)cc3)CC2)C1
215,C[N+]1(C)C2CCC1CC(OC(=O)N(Cc1ccccc1)c1ccsc1)C2
216,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1
217,NC(N)=NCCCCCCCCC(=O)C(N)CCCN=C(N)N
218,N#Cc1ccc(CN2CCC(NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)NCC4CC4)cc3)C2)cc1
219,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(C)(C)C[N+](C)(C)Cc2ccc(Cl)cc2)cc1
220,Cc1nc(C(=O)N2CCOC3(CCN(Cc4cccc(Cl)c4)CC3)C2)cs1
221,O=C(NCC1CCNCC1)c1ccccc1-c1cccc(Cl)c1
222,O=C(N[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)C(O)(c1cccs1)c1cccs1
223,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2ccccc2C1O3
224,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC([N+]3(Cc4ccc(Cl)cc4)CCCC3)CC2)cc1
225,O=C(O[C@H]1C[N+]2(Cc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
226,O=C(N1CCC2(CCN(Cc3ccccc3)CC2)CC1)N1CC=CO1
227,CN1C2CCC1CC(OC(=O)N(Cc1ccccc1)c1cccs1)C2
228,O=C(O[C@H]1CN2CCC1CC2)C1c2ccccc2CCc2ccccc21
229,CC(C)=CCO/N=C1\CN2CCC1C2
230,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc(O)cc3)C2)cc1
231,CN1C2CCC1CC(OC(=O)N(Cc1ccccc1)c1ccccc1)C2
232,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)Cc2n(C)cc[n+]2Cc2ccc(Cl)cc2)cc1
233,O=C(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
234,CCCCOC(=O)C1CN(CC)CC=C1c1ccccc1
235,O=C(O[C@H]1CN2CCC1CC2)N(Cc1cccs1)Cc1cccs1
236,COC(=O)C1=CCCN(C)C1
237,O=C(c1cscn1)N1CCOC2(CCN(Cc3ccc(Cl)cc3)CC2)C1
238,CSc1nsnc1C1=CCCN(C)C1
239,CCCOC(=O)C1CN(CC)CC=C1c1ccccc1
240,CN1C2CCC1CC(OC(=O)N(Cc1ccc(C#N)cc1)c1ccsc1)C2
241,CCCCC1CCN(CCCN2C(=O)COc3cc(F)ccc32)CC1
242,CC(C)(C)c1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1
243,CC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1cccs1)c1cccs1
244,CCCCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1
245,O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c1cccs1)c1cccs1
246,O=C(O[C@H]1CN2CCC1CC2)N(CCc1ccccc1)c1ccccc1
247,O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)N(Cc1ccccc1)c1ccccc1
248,O=C(c1ncccn1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
249,CN1[C@@H]2CC[C@@H]1CC(CC(CNC(=O)NCc1ccccc1)(c1ccccc1)c1ccccc1)C2
250,Nc1noc(C2CN3CCC2C3)n1
251,COc1nsnc1OCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1
252,CCN1CC=C(c2ccccc2)C(C(=O)OC2CCCCC2)C1
253,O=C(c1ccc2occc2c1)N1CCOC2(CCN(Cc3ccc(Cl)cc3)CC2)C1
254,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2ccc(OC)cc2C1O3
255,C[N+]1(C)C2CCC1CC(OC(=O)N(Cc1ccc(C#N)cc1)c1ccccc1)C2
256,CCCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1
257,c1cc2nsnc2c2c1CCNC2
