Id,smiles
83,O=C(Nc1ccccc1)c1cccc(N2CCc3nc(CS)ncc3C2)n1
84,CC#Cc1cc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)cs1
85,COC(=O)c1cc2nccc(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1
86,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1
87,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
88,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(C(N)=O)c5)cc4)csc23)cn1
89,CN(C)C1CCN(c2ccc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)nn2)CC1
90,CN1CCN(Cc2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCNS(=O)(=O)c3ccccc3)c2)CC1
91,COc1cc2nccc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC
92,CC(C)(C)c1cccc(NC(=O)c2nscc2NCc2ccncc2)c1
93,Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1
94,CCn1cc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)c(OC)c2)cn1
95,COc1ccc(NC(=O)Nc2cccc(N(C)c3ncnc4cc(OC)c(OC)cc34)c2)cc1
96,Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(C)(C)C)cc1
97,COc1cc2nc(Nc3cc(C)n[nH]3)nc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC
98,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(C)c5C(F)(F)F)cc4F)c3s2)c1
99,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCCCC4)cc3)n2)c(OC)c1
100,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2OC)c(Cl)c1
101,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1
102,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)NCC2CCCCC2)cc1
103,COc1cc(C2=C(c3cn(COCC[Si](C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC
104,COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)c2)c1
105,COc1ccccc1Nc1nnc(-c2c(NCc3ccncc3)ncn2C)o1
106,CCS(=O)(=O)Nc1cccc(-c2cc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)[nH]n2)c1
107,COc1ccc(C(=O)OCCN2CCOCC2)cc1NC(=O)Nc1cc(-c2ccc3[nH]ccc3c2)cc(C(F)(F)F)c1
108,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(C#N)cnn4c3N)cc2)c1
109,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1
110,COCCCc1cc(Nc2ccnc(NCc3cc(C(N)=O)no3)n2)[nH]n1
111,FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3ccncc3)o2)c1
112,Cc1ccc(CS(C)(=O)=O)cc1Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)n1
113,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c2cc1OC
114,CCCCNc1nn(C)c2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12
115,CC(=O)c1ccc2c(c1)c1c3c(c4c(c1n2C)CCc1nn(C)cc1-4)C(=O)NC3
116,C[C@H](CO)Nc1nc(Nc2ccc(S(=O)(CC3CC3)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br
117,COC(=O)c1cn2ncnc(Nc3ccc(C(F)(F)F)c(O)c3)c2c1C
118,Cc1cccc(NC(=O)Nc2ccc(Oc3ncnc4ccn(C)c34)cc2)c1
119,COc1ccc(C(C)=O)cc1COc1ccc(Cl)c(C)c1
120,COc1ccc(-c2cnc3c(-c4ccccn4)cnn3c2)cc1
121,COc1cc2ncnc(Nc3ccc4cn[nH]c4c3)c2cc1OC
122,C=CC(=O)Nc1cccc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c1
123,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
124,COCCCc1cc(Nc2ccnc(NCc3cc(C)no3)n2)[nH]n1
125,COC[C@H](C)N(Cc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1)C(C)=O
126,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)c(F)c4)cc3)c2cc1OC
127,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ncc(C)[nH]2)c2ccccc2F)C(=O)N3)CC1
128,CCc1cc2c(cc1N1CCN(CC3(O)CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
129,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)c(F)c4)ncnc3c2)CC1
130,CC(C)NC(=O)c1ccc2c(c1)NC(=O)C2C(=Nc1ccc(CN2CCCCC2)cc1)c1ccccc1
131,COc1cccc(C(O)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1
132,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN1CCN(C)CC1
133,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4nccnn4)ccn23)c1
134,C[C@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(CCO)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br
135,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCc3ccccc3F)ccc1N2
136,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CCCCC1
137,CCNCc1cncc(-c2cnc3n[nH]c(-c4nc5ccc(OC)cc5[nH]4)c3c2)c1
138,C=c1nns/c1=c1\[nH][nH]c(=O)c1=Cc1c[nH]c2ccc(Cl)cc12
139,c1cc(Nc2ncnc3cc(OCCN4CCCC4)cc(OC4CCOCC4)c23)c2c(c1)OCO2
140,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12
141,COc1cccc(-n2ccc(C)c(-c3ccc4nc(N)ncc4c3)c2=O)c1
142,COc1cc(OC)cc(N(Cc2nccn2S(=O)(=O)N(C)C)c2ccc3ncc(-c4cccnc4)cc3n2)c1
143,Cn1cc(/C=C2\C(=O)NN=C2c2cnns2)c2c(Cl)cccc21
144,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)cc1
145,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)F)cc2)o1
146,CC(=O)c1c[nH]c2ccc(Nc3nccc(-n4cc(CN5CC(O)C5)c(C)n4)n3)cc12
147,CN(C)C(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)nc1
148,COc1cc(-c2csc3c(/C=C/CNC4CCNCC4)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C
149,Nc1nc2cnc(-c3ccccc3)cn2n1
150,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C)CC4)cc(OC(C)C)c23)n1
151,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CNC(=O)Nc5ccccc5)s4)c2C3)CC1
152,CCOCCC(C)NCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2
153,COCCOc1cc2ncnc(N=C3CC(=O)C(C)=CC3=O)c2cc1OC
154,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN(C)CCO)ccc2N3)cc1O
155,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)OCCOC)cc3)n[nH]c2c1
156,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)Nc1ccccc1
157,CCO/N=C(\C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4
158,Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(Br)cc5[nH]4)c3N)ccc2[nH]1
159,COC(=O)c1cc(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)cs1
160,COC(=O)[C@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
161,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(OC)cc2)cc1
162,c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1
163,COc1cncnc1-c1ccn2c(-c3cccc(NC(=O)NCC(F)(F)F)c3)cnc2c1
164,CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
165,COC(=O)CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1
166,O=C(Nc1ccc(Cl)cc1)Nc1ccc(/N=C2\C(=O)Nc3ccc(F)cc32)cc1
167,COc1ccc(N2C(=O)CS/C2=N/Nc2nncc3ccccc23)cc1
168,Cn1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1
169,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)c4cccnc4)[nH]c3c2)cc1)Nc1cc(C(F)(F)F)ccc1F
170,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5CCOCC5)cc4)n[nH]c3c1)C(=O)N2
171,O=C(CC(=O)Nc1ccc(Oc2ccnc3ccsc23)c(F)c1)Nc1ccccc1
172,Cc1cccc(C)c1OC(=O)N(c1cccc(-c2ccccc2)c1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1
173,CCc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NOC)c(F)cc4F)c3c2C(C)C)o1
174,COc1ccc2nc(C(=C3C(=O)Nc4ccc(N)cc43)c3ccccc3)[nH]c2c1
175,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C5CC5)o4)c(C(C)C)c23)c(F)cc1F
176,CNc1cc2nc(C)c(-c3ccc(F)c(NC(=O)NCCC(C)(C)C)c3)cc2cn1
177,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1
178,CCOc1nc(Nc2ccc(S(=N)(=O)CC)cc2)ncc1Br
179,Cc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12
180,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc(C(=O)O)[nH]2)cc1
181,Cc1ccc2nc(Cl)c(/C=C/C(=O)c3ccc(Cl)s3)cc2c1
182,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCCCCC(=O)NO
183,Nc1ccccc1NC(=O)c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)cn3)c2)cc1
184,Cc1n[nH]c2nccc(-c3ccc(NC(=O)NCc4cccs4)cc3)c12
185,COC(=O)c1cn2ncnc(Nc3ccc(Br)c(O)c3)c2c1C
186,CN1CCC(Oc2ccc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc2C(F)(F)F)CC1
187,CC(=O)ON1C(=O)C(=Cc2[nH]c(C)cc2C)c2ccccc21
188,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCCC[C@H]2C(=O)N1
189,Nc1ncc(-c2cnn(CCN3CCCCC3)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
190,CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
191,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1
192,O=C(NCC(F)(F)F)Nc1cncc(-c2cnc3cc(-c4ncccn4)ccn23)c1
193,Cc1ccc(Nc2ncnn3cc(NC(=O)OCCCn4nccn4)c(C(C)C)c23)cc1O
194,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1
195,Cc1cc(NS(=O)(=O)c2ccc(Nc3nccc(Nc4ccc5c(C)n(C)nc5c4)n3)cc2)no1
196,O=C1Nc2ccccc2C1=C(c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1
197,Cc1c(OC[C@@H](C)O)cn2ncnc(Oc3ccc4[nH]c(CO)cc4c3F)c12
198,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCCC1C(F)(F)F
199,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCC(=O)O)c[nH]4)c3)cc2)c1
200,c1ccc(-c2cn(-c3ccc4[nH]ncc4c3)nn2)c(NCc2ccncc2)c1
201,CC(C)(C)c1ccc(NC(=O)c2cccc3c2CCN(Cc2ccnc4ccccc24)C3)cc1
202,Cc1ccccc1NC(=O)c1scnc1CCc1cnoc1
203,Cc1nccc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)n1
204,COc1nc(NCCCCN(C)C)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2C)ccc1C
205,CC(C)c1ccccc1Nc1nc(N)nc2c1Cc1ccccc1-2
206,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCCNC3=O)ccc1N2
207,COc1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2SC3)cc1
208,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4cccc(N5CCN(C(=O)CN)CC5)c4)cnn3c2N)cc1
209,COc1ccc(C(=O)Nc2ccc(OCCN3CCCC3)c(F)c2)c(-c2cccc(O)c2)c1O
210,O=C(Nc1cnc2ccccc2c1)c1cc(Br)cc(Br)c1O
211,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
212,COc1cc2ncnc(Nc3cccc(O)c3F)c2cc1OC
213,Cn1cc(-c2cnc3ccc(C(=O)c4cccc(O)c4)nc3c2)cn1
214,CCNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1
215,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCOCC2)cc1Oc1ncccc1-c1ccncn1
216,CNc1cc(-c2cccnc2Oc2cccc(NC(=O)c3cccc(C(C)C)c3)c2)ccn1
217,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(CN5CCOCC5)c(C(F)(F)F)c4)c(Cl)c3)c21
218,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)CCO)cc2)ncc1C(F)(F)F
219,CCS(=O)(=O)c1ccc(OC)c(Nc2cn(-c3ccc(O)c(-c4cc[nH]c4)c3)nn2)c1
220,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5cccc(F)c5)cc4F)c3s2)c1
221,Brc1cccc(-n2cnc(-c3ccccc3Nc3ccc4c(c3)OCO4)n2)c1
222,CC(C)c1cccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)c1
223,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
224,Nc1ncnc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1/C=N/OCCN1CCCC1
225,Cc1ccc(NC(=O)Nc2ccc(-c3nsc(NC(=O)NCCCC(=O)O)c3C(N)=O)cc2)cc1
226,COc1cc2c(Nc3cccc(Cl)c3C)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC
227,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccc(OC)cc4[nH]2)C(=O)N3)CC1
228,CC(=O)Nc1ccc2c(c1)NC(=O)C2C(=Nc1ccc(CN2CCCCC2)cc1)c1ccccc1
229,CONC(=O)c1cccc(CSc2cnc(Nc3ccccn3)s2)c1
230,CN(c1ccc(NS(=O)(=O)Cc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1
231,c1ccc(-c2c(-c3ccc(OCCN4CCCCC4)cc3)oc3nccc(NCCc4ccncc4)c23)cc1
232,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1
233,Clc1cccc(Cl)c1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1
234,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O
235,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC
236,Cc1ccnc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
237,COc1cc2ncnc(Nc3cccc(O)c3C)c2cc1OC
238,Oc1cc2oc(-c3cc(O)c(O)c(O)c3)c(O)cc-2c(=[OH+])c1
239,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12
240,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cc(F)cc5[nH]c4=O)[nH]c3c2)CC1
241,CN1CCN(Cc2ccc3c(c2)Cc2c-3n[nH]c2-c2csc(C#CCOc3ccccc3)c2)C(=O)C1
242,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1
243,COc1ccc(Cc2nnc(Nc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c3ccccc23)cc1
244,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NC(C)CC
